day,date,cosine,entity
20,2016-11-20,0.22635938544040715,0.214422506967559
16,2016-11-16,0.2005094427164829,0.2578807147775638
01,2016-11-01,0.18808814379287084,0.24913643956121992
17,2016-11-17,0.22117372837264698,0.24447927303255942
21,2016-11-21,0.20420125875238482,0.214422506967559
10,2016-11-10,0.28486509701121027,0.16609095970747995
06,2016-11-06,0.19903469362382573,0.21971768720102058
26,2016-11-26,0.2300629909021426,0.2537081317024624
30,2016-11-30,0.22809801352111206,0.20899320783111644
27,2016-11-27,0.2400897764901839,0.2795727446304984
07,2016-11-07,0.21918771693532596,0.317063243737114
11,2016-11-11,0.30061145950266066,0.4096536243633431
28,2016-11-28,0.25637048982103344,0.33903175181040524
04,2016-11-04,0.19583076875193836,0.21632852229109836
12,2016-11-12,0.26455849138353504,0.3457459036417604
24,2016-11-24,0.24363921307645364,0.2718301411097812
08,2016-11-08,0.22448400586509562,0.3321819194149599
09,2016-11-09,0.24549355449311164,0.4062322372016676
25,2016-11-25,0.14855536220454327,0.16609095970747995
13,2016-11-13,0.26356394175351794,0.34240528516707336
05,2016-11-05,0.1907233762060645,0.1849000654084097
29,2016-11-29,0.22869006061913935,0.3287034788551747
22,2016-11-22,0.21254669784086413,0.22488822255440183
18,2016-11-18,0.19613383230235637,0.16609095970747995
02,2016-11-02,0.1858954307853659,0.24124895481858194
14,2016-11-14,0.29734677106235197,0.3805621975536937
15,2016-11-15,0.2616143847623306,0.2537081317024624
03,2016-11-03,0.1936047192135328,0.23488808780588138
19,2016-11-19,0.2608094984670868,0.3490545522690832
23,2016-11-23,0.21407266762552654,0.20899320783111644
