uri,datetime,status_code
www.nytimes.com,2017-01-01T00:14:02,200
www.nytimes.com,2017-01-01T00:14:02,200
www.nytimes.com,2017-01-01T00:17:31,301
www.nytimes.com,2017-01-01T00:31:38,200
www.nytimes.com,2017-01-01T00:32:02,200
www.nytimes.com,2017-01-01T00:32:15,200
www.nytimes.com,2017-01-01T01:19:00,200
www.nytimes.com,2017-01-01T01:35:44,200
www.nytimes.com,2017-01-01T01:44:56,200
www.nytimes.com,2017-01-01T01:45:27,200
www.nytimes.com,2017-01-01T01:47:40,200
www.nytimes.com,2017-01-01T02:32:34,200
www.nytimes.com,2017-01-01T03:03:51,301
www.nytimes.com,2017-01-01T03:06:31,200
www.nytimes.com,2017-01-01T03:15:30,200
www.nytimes.com,2017-01-01T04:06:07,200
www.nytimes.com,2017-01-01T04:25:06,200
www.nytimes.com,2017-01-01T04:26:09,200
www.nytimes.com,2017-01-01T04:26:17,200
www.nytimes.com,2017-01-01T04:50:21,200
www.nytimes.com,2017-01-01T04:50:40,200
www.nytimes.com,2017-01-01T05:00:17,301
www.nytimes.com,2017-01-01T05:00:19,200
www.nytimes.com,2017-01-01T05:37:33,301
www.nytimes.com,2017-01-01T06:02:55,200
www.nytimes.com,2017-01-01T06:30:48,200
www.nytimes.com,2017-01-01T08:03:39,200
www.nytimes.com,2017-01-01T08:10:02,200
www.nytimes.com,2017-01-01T08:33:43,200
www.nytimes.com,2017-01-01T08:37:25,200
www.nytimes.com,2017-01-01T08:38:34,200
www.nytimes.com,2017-01-01T08:53:03,200
www.nytimes.com,2017-01-01T09:33:15,200
www.nytimes.com,2017-01-01T09:35:53,200
www.nytimes.com,2017-01-01T09:35:55,200
www.nytimes.com,2017-01-01T09:38:33,200
www.nytimes.com,2017-01-01T09:40:59,200
www.nytimes.com,2017-01-01T09:43:30,200
www.nytimes.com,2017-01-01T09:48:37,200
www.nytimes.com,2017-01-01T09:48:45,200
www.nytimes.com,2017-01-01T09:53:03,200
www.nytimes.com,2017-01-01T09:53:11,200
www.nytimes.com,2017-01-01T10:36:35,200
www.nytimes.com,2017-01-01T10:38:49,200
www.nytimes.com,2017-01-01T10:38:56,200
www.nytimes.com,2017-01-01T11:08:59,200
www.nytimes.com,2017-01-01T11:21:47,200
www.nytimes.com,2017-01-01T11:21:55,301
www.nytimes.com,2017-01-01T11:22:12,200
www.nytimes.com,2017-01-01T11:22:48,200
www.nytimes.com,2017-01-01T11:22:59,200
www.nytimes.com,2017-01-01T11:26:25,200
www.nytimes.com,2017-01-01T11:28:13,301
www.nytimes.com,2017-01-01T11:28:14,200
www.nytimes.com,2017-01-01T11:59:13,301
www.nytimes.com,2017-01-01T12:04:12,301
www.nytimes.com,2017-01-01T12:08:06,301
www.nytimes.com,2017-01-01T12:08:06,200
www.nytimes.com,2017-01-01T12:14:49,200
www.nytimes.com,2017-01-01T12:27:32,200
www.nytimes.com,2017-01-01T12:41:25,200
www.nytimes.com,2017-01-01T13:02:38,301
www.nytimes.com,2017-01-01T13:10:26,301
www.nytimes.com,2017-01-01T13:10:28,200
www.nytimes.com,2017-01-01T13:12:08,200
www.nytimes.com,2017-01-01T13:14:06,-
www.nytimes.com,2017-01-01T13:18:23,200
www.nytimes.com,2017-01-01T13:22:05,200
www.nytimes.com,2017-01-01T13:23:00,200
www.nytimes.com,2017-01-01T13:23:35,200
www.nytimes.com,2017-01-01T13:26:37,200
www.nytimes.com,2017-01-01T13:29:37,200
www.nytimes.com,2017-01-01T13:31:07,200
www.nytimes.com,2017-01-01T13:31:20,200
www.nytimes.com,2017-01-01T13:32:16,200
www.nytimes.com,2017-01-01T13:35:25,-
www.nytimes.com,2017-01-01T14:06:15,200
www.nytimes.com,2017-01-01T14:07:30,200
www.nytimes.com,2017-01-01T14:29:06,200
www.nytimes.com,2017-01-01T14:36:10,200
www.nytimes.com,2017-01-01T14:44:36,200
www.nytimes.com,2017-01-01T15:20:50,200
www.nytimes.com,2017-01-01T15:34:46,200
www.nytimes.com,2017-01-01T15:59:14,200
www.nytimes.com,2017-01-01T16:37:29,200
www.nytimes.com,2017-01-01T16:38:32,-
www.nytimes.com,2017-01-01T17:03:21,200
www.nytimes.com,2017-01-01T17:15:01,200
www.nytimes.com,2017-01-01T18:00:03,200
www.nytimes.com,2017-01-01T18:08:18,200
www.nytimes.com,2017-01-01T18:19:48,200
www.nytimes.com,2017-01-01T18:21:34,200
www.nytimes.com,2017-01-01T18:22:33,200
www.nytimes.com,2017-01-01T18:22:49,200
www.nytimes.com,2017-01-01T18:23:21,200
www.nytimes.com,2017-01-01T18:23:52,200
www.nytimes.com,2017-01-01T18:24:02,200
www.nytimes.com,2017-01-01T18:25:16,200
www.nytimes.com,2017-01-01T18:27:19,200
www.nytimes.com,2017-01-01T19:10:16,200
www.nytimes.com,2017-01-01T19:11:08,200
www.nytimes.com,2017-01-01T19:26:24,-
www.nytimes.com,2017-01-01T19:26:40,200
www.nytimes.com,2017-01-01T19:41:32,-
www.nytimes.com,2017-01-01T19:41:36,200
www.nytimes.com,2017-01-01T19:56:08,200
www.nytimes.com,2017-01-01T20:10:07,200
www.nytimes.com,2017-01-01T20:13:32,200
www.nytimes.com,2017-01-01T20:25:22,-
www.nytimes.com,2017-01-01T20:31:30,200
www.nytimes.com,2017-01-01T20:32:42,200
www.nytimes.com,2017-01-01T20:33:06,200
www.nytimes.com,2017-01-01T20:33:23,200
www.nytimes.com,2017-01-01T20:39:34,200
www.nytimes.com,2017-01-01T21:05:32,200
www.nytimes.com,2017-01-01T21:09:56,200
www.nytimes.com,2017-01-01T21:34:17,200
www.nytimes.com,2017-01-01T21:49:58,200
www.nytimes.com,2017-01-01T21:50:42,200
www.nytimes.com,2017-01-01T22:52:13,200
www.nytimes.com,2017-01-01T23:04:36,200
www.nytimes.com,2017-01-01T23:13:28,200
www.nytimes.com,2017-01-01T23:19:33,-
www.nytimes.com,2017-01-02T00:16:24,200
www.nytimes.com,2017-01-02T00:56:36,200
www.nytimes.com,2017-01-02T01:03:12,200
www.nytimes.com,2017-01-02T01:34:40,301
www.nytimes.com,2017-01-02T01:34:53,200
www.nytimes.com,2017-01-02T01:36:10,200
www.nytimes.com,2017-01-02T02:08:51,200
www.nytimes.com,2017-01-02T02:58:10,200
www.nytimes.com,2017-01-02T03:21:51,200
www.nytimes.com,2017-01-02T03:42:29,200
www.nytimes.com,2017-01-02T04:28:42,200
www.nytimes.com,2017-01-02T04:32:58,200
www.nytimes.com,2017-01-02T05:12:44,200
www.nytimes.com,2017-01-02T07:49:06,200
www.nytimes.com,2017-01-02T07:57:33,200
www.nytimes.com,2017-01-02T08:02:41,200
www.nytimes.com,2017-01-02T08:02:51,200
www.nytimes.com,2017-01-02T08:52:58,200
www.nytimes.com,2017-01-02T09:19:35,200
www.nytimes.com,2017-01-02T10:05:58,200
www.nytimes.com,2017-01-02T10:53:40,200
www.nytimes.com,2017-01-02T11:11:48,200
www.nytimes.com,2017-01-02T11:51:12,200
www.nytimes.com,2017-01-02T11:55:28,200
www.nytimes.com,2017-01-02T11:55:31,301
www.nytimes.com,2017-01-02T11:55:33,200
www.nytimes.com,2017-01-02T11:55:37,301
www.nytimes.com,2017-01-02T12:05:25,200
www.nytimes.com,2017-01-02T12:36:08,301
www.nytimes.com,2017-01-02T12:36:50,301
www.nytimes.com,2017-01-02T12:38:29,301
www.nytimes.com,2017-01-02T12:38:29,200
www.nytimes.com,2017-01-02T13:09:01,200
www.nytimes.com,2017-01-02T13:37:53,200
www.nytimes.com,2017-01-02T13:42:14,301
www.nytimes.com,2017-01-02T13:46:56,301
www.nytimes.com,2017-01-02T13:46:57,200
www.nytimes.com,2017-01-02T13:55:30,200
www.nytimes.com,2017-01-02T15:11:53,200
www.nytimes.com,2017-01-02T15:15:37,200
www.nytimes.com,2017-01-02T15:17:34,200
www.nytimes.com,2017-01-02T15:17:54,200
www.nytimes.com,2017-01-02T15:48:58,200
www.nytimes.com,2017-01-02T16:49:20,200
www.nytimes.com,2017-01-02T17:15:02,200
www.nytimes.com,2017-01-02T17:19:15,200
www.nytimes.com,2017-01-02T18:12:35,301
www.nytimes.com,2017-01-02T18:12:36,200
www.nytimes.com,2017-01-02T18:12:41,200
www.nytimes.com,2017-01-02T19:00:54,200
www.nytimes.com,2017-01-02T20:00:58,301
www.nytimes.com,2017-01-02T20:01:14,200
www.nytimes.com,2017-01-02T20:11:36,200
www.nytimes.com,2017-01-02T20:13:26,200
www.nytimes.com,2017-01-02T20:15:19,200
www.nytimes.com,2017-01-02T21:08:50,301
www.nytimes.com,2017-01-02T21:18:22,200
www.nytimes.com,2017-01-02T21:57:23,200
www.nytimes.com,2017-01-02T22:58:03,200
www.nytimes.com,2017-01-02T23:26:13,200
www.nytimes.com,2017-01-02T23:46:03,200
www.nytimes.com,2017-01-02T23:49:35,200
www.nytimes.com,2017-01-02T23:52:28,200
www.nytimes.com,2017-01-03T00:09:34,200
www.nytimes.com,2017-01-03T00:11:31,200
www.nytimes.com,2017-01-03T00:51:49,301
www.nytimes.com,2017-01-03T01:06:19,301
www.nytimes.com,2017-01-03T02:03:05,200
www.nytimes.com,2017-01-03T03:07:08,301
www.nytimes.com,2017-01-03T03:07:09,200
www.nytimes.com,2017-01-03T03:49:58,200
www.nytimes.com,2017-01-03T04:21:05,200
www.nytimes.com,2017-01-03T06:04:53,200
www.nytimes.com,2017-01-03T06:04:54,301
www.nytimes.com,2017-01-03T06:33:24,200
www.nytimes.com,2017-01-03T07:20:24,200
www.nytimes.com,2017-01-03T07:40:37,200
www.nytimes.com,2017-01-03T08:01:00,200
www.nytimes.com,2017-01-03T08:03:55,200
www.nytimes.com,2017-01-03T09:43:55,200
www.nytimes.com,2017-01-03T10:49:58,200
www.nytimes.com,2017-01-03T11:32:42,200
www.nytimes.com,2017-01-03T12:26:20,200
www.nytimes.com,2017-01-03T12:26:26,301
www.nytimes.com,2017-01-03T12:28:40,301
www.nytimes.com,2017-01-03T12:28:41,200
www.nytimes.com,2017-01-03T12:38:54,301
www.nytimes.com,2017-01-03T12:38:54,200
www.nytimes.com,2017-01-03T13:12:10,301
www.nytimes.com,2017-01-03T13:12:10,200
www.nytimes.com,2017-01-03T13:12:22,301
www.nytimes.com,2017-01-03T13:12:24,301
www.nytimes.com,2017-01-03T13:48:18,200
www.nytimes.com,2017-01-03T14:16:47,200
www.nytimes.com,2017-01-03T14:21:12,301
