uri,request_datetime,actual_datetime
www.washingtonpost.com,2016-05-01T01:00:00,"Sun, 01 May 2016 01:10:16 GMT"
www.washingtonpost.com,2016-05-02T01:00:00,"Mon, 02 May 2016 00:53:59 GMT"
www.washingtonpost.com,2016-05-03T01:00:00,"Tue, 03 May 2016 00:52:57 GMT"
www.washingtonpost.com,2016-05-04T01:00:00,"Wed, 04 May 2016 00:58:38 GMT"
www.washingtonpost.com,2016-05-05T01:00:00,"Thu, 05 May 2016 00:58:59 GMT"
www.washingtonpost.com,2016-05-06T01:00:00,"Fri, 06 May 2016 00:53:44 GMT"
www.washingtonpost.com,2016-05-07T01:00:00,"Sat, 07 May 2016 00:56:07 GMT"
www.washingtonpost.com,2016-05-08T01:00:00,"Sun, 08 May 2016 01:01:02 GMT"
www.washingtonpost.com,2016-05-09T01:00:00,"Mon, 09 May 2016 00:37:15 GMT"
www.washingtonpost.com,2016-05-10T01:00:00,"Tue, 10 May 2016 00:54:24 GMT"
www.washingtonpost.com,2016-05-11T01:00:00,"Wed, 11 May 2016 00:33:26 GMT"
www.washingtonpost.com,2016-05-12T01:00:00,"Thu, 12 May 2016 00:27:55 GMT"
www.washingtonpost.com,2016-05-13T01:00:00,"Fri, 13 May 2016 01:19:59 GMT"
www.washingtonpost.com,2016-05-14T01:00:00,"Sat, 14 May 2016 00:32:09 GMT"
www.washingtonpost.com,2016-05-15T01:00:00,"Sun, 15 May 2016 00:40:49 GMT"
www.washingtonpost.com,2016-05-16T01:00:00,"Mon, 16 May 2016 01:14:18 GMT"
www.washingtonpost.com,2016-05-17T01:00:00,"Tue, 17 May 2016 01:15:34 GMT"
www.washingtonpost.com,2016-05-18T01:00:00,"Wed, 18 May 2016 00:29:17 GMT"
www.washingtonpost.com,2016-05-19T01:00:00,"Thu, 19 May 2016 00:29:17 GMT"
www.washingtonpost.com,2016-05-20T01:00:00,"Fri, 20 May 2016 00:30:15 GMT"
www.washingtonpost.com,2016-05-21T01:00:00,"Sat, 21 May 2016 00:58:03 GMT"
www.washingtonpost.com,2016-05-22T01:00:00,"Sun, 22 May 2016 01:11:12 GMT"
www.washingtonpost.com,2016-05-23T01:00:00,"Mon, 23 May 2016 00:45:13 GMT"
www.washingtonpost.com,2016-05-24T01:00:00,"Tue, 24 May 2016 00:50:13 GMT"
www.washingtonpost.com,2016-05-25T01:00:00,"Wed, 25 May 2016 00:58:14 GMT"
www.washingtonpost.com,2016-05-26T01:00:00,"Wed, 25 May 2016 23:55:05 GMT"
www.washingtonpost.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:06:15 GMT"
www.washingtonpost.com,2016-05-28T01:00:00,"Sat, 28 May 2016 01:07:39 GMT"
www.washingtonpost.com,2016-05-29T01:00:00,"Sun, 29 May 2016 01:52:42 GMT"
www.washingtonpost.com,2016-05-30T01:00:00,"Mon, 30 May 2016 01:20:00 GMT"
www.washingtonpost.com,2016-05-31T01:00:00,"Tue, 31 May 2016 01:02:44 GMT"
www.foxnews.com,2016-05-01T01:00:00,"Sun, 01 May 2016 04:05:37 GMT"
www.foxnews.com,2016-05-02T01:00:00,"Mon, 02 May 2016 01:57:32 GMT"
www.foxnews.com,2016-05-03T01:00:00,"Mon, 02 May 2016 15:03:43 GMT"
www.foxnews.com,2016-05-04T01:00:00,"Tue, 03 May 2016 21:38:00 GMT"
www.foxnews.com,2016-05-05T01:00:00,"Thu, 05 May 2016 01:18:52 GMT"
www.foxnews.com,2016-05-06T01:00:00,"Fri, 06 May 2016 00:50:45 GMT"
www.foxnews.com,2016-05-07T01:00:00,"Sat, 07 May 2016 00:25:23 GMT"
www.foxnews.com,2016-05-08T01:00:00,"Sat, 07 May 2016 12:00:43 GMT"
www.foxnews.com,2016-05-09T01:00:00,"Sun, 08 May 2016 17:21:36 GMT"
www.foxnews.com,2016-05-10T01:00:00,"Tue, 10 May 2016 00:58:08 GMT"
www.foxnews.com,2016-05-11T01:00:00,"Tue, 10 May 2016 22:07:14 GMT"
www.foxnews.com,2016-05-12T01:00:00,"Thu, 12 May 2016 00:31:17 GMT"
www.foxnews.com,2016-05-13T01:00:00,"Fri, 13 May 2016 00:28:11 GMT"
www.foxnews.com,2016-05-14T01:00:00,"Fri, 13 May 2016 21:49:54 GMT"
www.foxnews.com,2016-05-15T01:00:00,"Sat, 14 May 2016 22:40:38 GMT"
www.foxnews.com,2016-05-16T01:00:00,"Mon, 16 May 2016 00:40:59 GMT"
www.foxnews.com,2016-05-17T01:00:00,"Tue, 17 May 2016 00:57:01 GMT"
www.foxnews.com,2016-05-18T01:00:00,"Wed, 18 May 2016 00:35:57 GMT"
www.foxnews.com,2016-05-19T01:00:00,"Thu, 19 May 2016 01:12:40 GMT"
www.foxnews.com,2016-05-20T01:00:00,"Fri, 20 May 2016 01:22:11 GMT"
www.foxnews.com,2016-05-21T01:00:00,"Sat, 21 May 2016 00:57:06 GMT"
www.foxnews.com,2016-05-22T01:00:00,"Sun, 22 May 2016 01:17:32 GMT"
www.foxnews.com,2016-05-23T01:00:00,"Mon, 23 May 2016 01:00:23 GMT"
www.foxnews.com,2016-05-24T01:00:00,"Tue, 24 May 2016 00:33:52 GMT"
www.foxnews.com,2016-05-25T01:00:00,"Tue, 24 May 2016 22:32:58 GMT"
www.foxnews.com,2016-05-26T01:00:00,"Thu, 26 May 2016 00:46:18 GMT"
www.foxnews.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:14:07 GMT"
www.foxnews.com,2016-05-28T01:00:00,"Fri, 27 May 2016 22:36:09 GMT"
www.foxnews.com,2016-05-29T01:00:00,"Sat, 28 May 2016 21:32:49 GMT"
www.foxnews.com,2016-05-30T01:00:00,"Mon, 30 May 2016 01:50:30 GMT"
www.foxnews.com,2016-05-31T01:00:00,"Mon, 30 May 2016 18:57:51 GMT"
abcnews.go.com,2016-05-01T01:00:00,"Sat, 30 Apr 2016 22:03:48 GMT"
abcnews.go.com,2016-05-02T01:00:00,"Sun, 01 May 2016 22:09:45 GMT"
abcnews.go.com,2016-05-03T01:00:00,"Tue, 03 May 2016 01:41:45 GMT"
abcnews.go.com,2016-05-04T01:00:00,"Tue, 03 May 2016 22:13:02 GMT"
abcnews.go.com,2016-05-05T01:00:00,"Thu, 05 May 2016 01:12:21 GMT"
abcnews.go.com,2016-05-06T01:00:00,"Fri, 06 May 2016 01:22:35 GMT"
abcnews.go.com,2016-05-07T01:00:00,"Fri, 06 May 2016 22:10:47 GMT"
abcnews.go.com,2016-05-08T01:00:00,"Sun, 08 May 2016 02:53:45 GMT"
abcnews.go.com,2016-05-09T01:00:00,"Mon, 09 May 2016 03:41:34 GMT"
abcnews.go.com,2016-05-10T01:00:00,"Tue, 10 May 2016 02:14:56 GMT"
abcnews.go.com,2016-05-11T01:00:00,"Wed, 11 May 2016 00:48:03 GMT"
abcnews.go.com,2016-05-12T01:00:00,"Wed, 11 May 2016 23:49:57 GMT"
abcnews.go.com,2016-05-13T01:00:00,"Fri, 13 May 2016 01:03:33 GMT"
abcnews.go.com,2016-05-14T01:00:00,"Sat, 14 May 2016 02:15:28 GMT"
abcnews.go.com,2016-05-15T01:00:00,"Sun, 15 May 2016 02:00:09 GMT"
abcnews.go.com,2016-05-16T01:00:00,"Mon, 16 May 2016 01:04:04 GMT"
abcnews.go.com,2016-05-17T01:00:00,"Mon, 16 May 2016 21:56:36 GMT"
abcnews.go.com,2016-05-18T01:00:00,"Tue, 17 May 2016 22:03:24 GMT"
abcnews.go.com,2016-05-19T01:00:00,"Wed, 18 May 2016 21:59:01 GMT"
abcnews.go.com,2016-05-20T01:00:00,"Fri, 20 May 2016 00:43:07 GMT"
abcnews.go.com,2016-05-21T01:00:00,"Sat, 21 May 2016 02:32:40 GMT"
abcnews.go.com,2016-05-22T01:00:00,"Sat, 21 May 2016 21:57:36 GMT"
abcnews.go.com,2016-05-23T01:00:00,"Mon, 23 May 2016 01:27:59 GMT"
abcnews.go.com,2016-05-24T01:00:00,"Mon, 23 May 2016 22:51:31 GMT"
abcnews.go.com,2016-05-25T01:00:00,"Tue, 24 May 2016 22:37:39 GMT"
abcnews.go.com,2016-05-26T01:00:00,"Thu, 26 May 2016 01:16:16 GMT"
abcnews.go.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:39:23 GMT"
abcnews.go.com,2016-05-28T01:00:00,"Fri, 27 May 2016 22:35:53 GMT"
abcnews.go.com,2016-05-29T01:00:00,"Sun, 29 May 2016 03:04:09 GMT"
abcnews.go.com,2016-05-30T01:00:00,"Mon, 30 May 2016 01:05:45 GMT"
abcnews.go.com,2016-05-31T01:00:00,"Tue, 31 May 2016 00:53:33 GMT"
www.nytimes.com,2016-05-01T01:00:00,"Sun, 01 May 2016 01:08:16 GMT"
www.nytimes.com,2016-05-02T01:00:00,"Mon, 02 May 2016 00:51:46 GMT"
www.nytimes.com,2016-05-03T01:00:00,"Tue, 03 May 2016 00:50:56 GMT"
www.nytimes.com,2016-05-04T01:00:00,"Wed, 04 May 2016 01:01:33 GMT"
www.nytimes.com,2016-05-05T01:00:00,"Thu, 05 May 2016 00:57:00 GMT"
www.nytimes.com,2016-05-06T01:00:00,"Fri, 06 May 2016 00:51:40 GMT"
www.nytimes.com,2016-05-07T01:00:00,"Sat, 07 May 2016 00:53:59 GMT"
www.nytimes.com,2016-05-08T01:00:00,"Sun, 08 May 2016 00:37:10 GMT"
www.nytimes.com,2016-05-09T01:00:00,"Mon, 09 May 2016 00:35:13 GMT"
www.nytimes.com,2016-05-10T01:00:00,"Tue, 10 May 2016 00:26:08 GMT"
www.nytimes.com,2016-05-11T01:00:00,"Wed, 11 May 2016 00:53:45 GMT"
www.nytimes.com,2016-05-12T01:00:00,"Thu, 12 May 2016 01:04:41 GMT"
www.nytimes.com,2016-05-13T01:00:00,"Fri, 13 May 2016 01:24:25 GMT"
www.nytimes.com,2016-05-14T01:00:00,"Sat, 14 May 2016 00:56:47 GMT"
www.nytimes.com,2016-05-15T01:00:00,"Sun, 15 May 2016 01:27:35 GMT"
www.nytimes.com,2016-05-16T01:00:00,"Mon, 16 May 2016 00:33:43 GMT"
www.nytimes.com,2016-05-17T01:00:00,"Tue, 17 May 2016 00:50:15 GMT"
www.nytimes.com,2016-05-18T01:00:00,"Wed, 18 May 2016 00:27:14 GMT"
www.nytimes.com,2016-05-19T01:00:00,"Thu, 19 May 2016 00:58:32 GMT"
www.nytimes.com,2016-05-20T01:00:00,"Fri, 20 May 2016 01:29:41 GMT"
www.nytimes.com,2016-05-21T01:00:00,"Sat, 21 May 2016 00:58:52 GMT"
www.nytimes.com,2016-05-22T01:00:00,"Sun, 22 May 2016 01:03:14 GMT"
www.nytimes.com,2016-05-23T01:00:00,"Mon, 23 May 2016 00:44:56 GMT"
www.nytimes.com,2016-05-24T01:00:00,"Tue, 24 May 2016 00:48:04 GMT"
www.nytimes.com,2016-05-25T01:00:00,"Wed, 25 May 2016 01:17:10 GMT"
www.nytimes.com,2016-05-26T01:00:00,"Thu, 26 May 2016 01:12:02 GMT"
www.nytimes.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:46:19 GMT"
www.nytimes.com,2016-05-28T01:00:00,"Sat, 28 May 2016 00:58:58 GMT"
www.nytimes.com,2016-05-29T01:00:00,"Sun, 29 May 2016 00:31:08 GMT"
www.nytimes.com,2016-05-30T01:00:00,"Mon, 30 May 2016 00:22:11 GMT"
www.nytimes.com,2016-05-31T01:00:00,"Tue, 31 May 2016 00:24:39 GMT"
www.usatoday.com,2016-05-01T01:00:00,"Sun, 01 May 2016 01:16:38 GMT"
www.usatoday.com,2016-05-02T01:00:00,"Mon, 02 May 2016 00:22:22 GMT"
www.usatoday.com,2016-05-03T01:00:00,"Tue, 03 May 2016 00:54:19 GMT"
www.usatoday.com,2016-05-04T01:00:00,"Wed, 04 May 2016 00:32:22 GMT"
www.usatoday.com,2016-05-05T01:00:00,"Thu, 05 May 2016 01:13:30 GMT"
www.usatoday.com,2016-05-06T01:00:00,"Fri, 06 May 2016 00:44:33 GMT"
www.usatoday.com,2016-05-07T01:00:00,"Sat, 07 May 2016 00:24:53 GMT"
www.usatoday.com,2016-05-08T01:00:00,"Sun, 08 May 2016 00:06:28 GMT"
www.usatoday.com,2016-05-09T01:00:00,"Mon, 09 May 2016 01:30:58 GMT"
www.usatoday.com,2016-05-10T01:00:00,"Tue, 10 May 2016 00:59:22 GMT"
www.usatoday.com,2016-05-11T01:00:00,"Wed, 11 May 2016 00:46:12 GMT"
www.usatoday.com,2016-05-12T01:00:00,"Wed, 11 May 2016 23:57:00 GMT"
www.usatoday.com,2016-05-13T01:00:00,"Fri, 13 May 2016 01:07:04 GMT"
www.usatoday.com,2016-05-14T01:00:00,"Fri, 13 May 2016 23:56:22 GMT"
www.usatoday.com,2016-05-15T01:00:00,"Sat, 14 May 2016 23:56:32 GMT"
www.usatoday.com,2016-05-16T01:00:00,"Sun, 15 May 2016 23:57:20 GMT"
www.usatoday.com,2016-05-17T01:00:00,"Mon, 16 May 2016 23:58:13 GMT"
www.usatoday.com,2016-05-18T01:00:00,"Tue, 17 May 2016 23:58:18 GMT"
www.usatoday.com,2016-05-19T01:00:00,"Thu, 19 May 2016 01:08:06 GMT"
www.usatoday.com,2016-05-20T01:00:00,"Fri, 20 May 2016 00:36:18 GMT"
www.usatoday.com,2016-05-21T01:00:00,"Fri, 20 May 2016 23:58:18 GMT"
www.usatoday.com,2016-05-22T01:00:00,"Sun, 22 May 2016 01:02:44 GMT"
www.usatoday.com,2016-05-23T01:00:00,"Mon, 23 May 2016 01:10:20 GMT"
www.usatoday.com,2016-05-24T01:00:00,"Tue, 24 May 2016 00:48:42 GMT"
www.usatoday.com,2016-05-25T01:00:00,"Wed, 25 May 2016 00:28:41 GMT"
www.usatoday.com,2016-05-26T01:00:00,"Thu, 26 May 2016 01:33:03 GMT"
www.usatoday.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:43:53 GMT"
www.usatoday.com,2016-05-28T01:00:00,"Sat, 28 May 2016 01:17:50 GMT"
www.usatoday.com,2016-05-29T01:00:00,"Sun, 29 May 2016 01:00:04 GMT"
www.usatoday.com,2016-05-30T01:00:00,"Mon, 30 May 2016 01:30:27 GMT"
www.usatoday.com,2016-05-31T01:00:00,"Mon, 30 May 2016 23:52:51 GMT"
www.cbsnews.com,2016-05-01T01:00:00,"Sat, 30 Apr 2016 23:55:02 GMT"
www.cbsnews.com,2016-05-02T01:00:00,"Sun, 01 May 2016 23:55:47 GMT"
www.cbsnews.com,2016-05-03T01:00:00,"Tue, 03 May 2016 02:17:33 GMT"
www.cbsnews.com,2016-05-04T01:00:00,"Wed, 04 May 2016 02:17:21 GMT"
www.cbsnews.com,2016-05-05T01:00:00,"Thu, 05 May 2016 02:03:52 GMT"
www.cbsnews.com,2016-05-06T01:00:00,"Fri, 06 May 2016 01:25:14 GMT"
www.cbsnews.com,2016-05-07T01:00:00,"Sat, 07 May 2016 02:21:49 GMT"
www.cbsnews.com,2016-05-08T01:00:00,"Sun, 08 May 2016 02:12:03 GMT"
www.cbsnews.com,2016-05-09T01:00:00,"Sun, 08 May 2016 23:37:28 GMT"
www.cbsnews.com,2016-05-10T01:00:00,"Mon, 09 May 2016 23:37:27 GMT"
www.cbsnews.com,2016-05-11T01:00:00,"Tue, 10 May 2016 23:30:16 GMT"
www.cbsnews.com,2016-05-12T01:00:00,"Wed, 11 May 2016 23:30:06 GMT"
www.cbsnews.com,2016-05-13T01:00:00,"Fri, 13 May 2016 00:38:40 GMT"
www.cbsnews.com,2016-05-14T01:00:00,"Fri, 13 May 2016 23:49:45 GMT"
www.cbsnews.com,2016-05-15T01:00:00,"Sun, 15 May 2016 02:25:41 GMT"
www.cbsnews.com,2016-05-16T01:00:00,"Mon, 16 May 2016 02:25:32 GMT"
www.cbsnews.com,2016-05-17T01:00:00,"Tue, 17 May 2016 02:24:22 GMT"
www.cbsnews.com,2016-05-18T01:00:00,"Wed, 18 May 2016 02:24:10 GMT"
www.cbsnews.com,2016-05-19T01:00:00,"Thu, 19 May 2016 02:14:53 GMT"
www.cbsnews.com,2016-05-20T01:00:00,"Fri, 20 May 2016 00:45:20 GMT"
www.cbsnews.com,2016-05-21T01:00:00,"Sat, 21 May 2016 02:14:35 GMT"
www.cbsnews.com,2016-05-22T01:00:00,"Sun, 22 May 2016 00:00:04 GMT"
www.cbsnews.com,2016-05-23T01:00:00,"Mon, 23 May 2016 02:09:25 GMT"
www.cbsnews.com,2016-05-24T01:00:00,"Tue, 24 May 2016 02:09:14 GMT"
www.cbsnews.com,2016-05-25T01:00:00,"Tue, 24 May 2016 23:55:05 GMT"
www.cbsnews.com,2016-05-26T01:00:00,"Wed, 25 May 2016 23:55:03 GMT"
www.cbsnews.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:41:26 GMT"
www.cbsnews.com,2016-05-28T01:00:00,"Sat, 28 May 2016 01:57:15 GMT"
www.cbsnews.com,2016-05-29T01:00:00,"Sun, 29 May 2016 01:23:26 GMT"
www.cbsnews.com,2016-05-30T01:00:00,"Mon, 30 May 2016 02:20:04 GMT"
www.cbsnews.com,2016-05-31T01:00:00,"Mon, 30 May 2016 23:32:56 GMT"
www.chicagotribune.com,2016-05-01T01:00:00,"Sat, 30 Apr 2016 22:03:30 GMT"
www.chicagotribune.com,2016-05-02T01:00:00,"Mon, 02 May 2016 00:35:35 GMT"
www.chicagotribune.com,2016-05-03T01:00:00,"Mon, 02 May 2016 21:59:18 GMT"
www.chicagotribune.com,2016-05-04T01:00:00,"Wed, 04 May 2016 02:50:50 GMT"
www.chicagotribune.com,2016-05-05T01:00:00,"Thu, 05 May 2016 01:49:59 GMT"
www.chicagotribune.com,2016-05-06T01:00:00,"Fri, 06 May 2016 00:36:23 GMT"
www.chicagotribune.com,2016-05-07T01:00:00,"Fri, 06 May 2016 12:52:55 GMT"
www.chicagotribune.com,2016-05-08T01:00:00,"Sun, 08 May 2016 01:42:38 GMT"
www.chicagotribune.com,2016-05-09T01:00:00,"Sun, 08 May 2016 21:56:36 GMT"
www.chicagotribune.com,2016-05-10T01:00:00,"Tue, 10 May 2016 21:57:52 GMT"
www.chicagotribune.com,2016-05-11T01:00:00,"Tue, 10 May 2016 21:57:52 GMT"
www.chicagotribune.com,2016-05-12T01:00:00,"Wed, 11 May 2016 23:18:52 GMT"
www.chicagotribune.com,2016-05-13T01:00:00,"Fri, 13 May 2016 01:20:51 GMT"
www.chicagotribune.com,2016-05-14T01:00:00,"Fri, 13 May 2016 21:59:16 GMT"
www.chicagotribune.com,2016-05-15T01:00:00,"Sat, 14 May 2016 22:00:44 GMT"
www.chicagotribune.com,2016-05-16T01:00:00,"Sun, 15 May 2016 22:00:35 GMT"
www.chicagotribune.com,2016-05-17T01:00:00,"Mon, 16 May 2016 21:57:46 GMT"
www.chicagotribune.com,2016-05-18T01:00:00,"Tue, 17 May 2016 21:59:43 GMT"
www.chicagotribune.com,2016-05-19T01:00:00,"Wed, 18 May 2016 21:58:40 GMT"
www.chicagotribune.com,2016-05-20T01:00:00,"Fri, 20 May 2016 00:04:52 GMT"
www.chicagotribune.com,2016-05-21T01:00:00,"Fri, 20 May 2016 22:00:20 GMT"
www.chicagotribune.com,2016-05-22T01:00:00,"Sat, 21 May 2016 21:57:48 GMT"
www.chicagotribune.com,2016-05-23T01:00:00,"Mon, 23 May 2016 00:56:52 GMT"
www.chicagotribune.com,2016-05-24T01:00:00,"Mon, 23 May 2016 22:53:44 GMT"
www.chicagotribune.com,2016-05-25T01:00:00,"Tue, 24 May 2016 22:07:48 GMT"
www.chicagotribune.com,2016-05-26T01:00:00,"Thu, 26 May 2016 03:22:39 GMT"
www.chicagotribune.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:04:05 GMT"
www.chicagotribune.com,2016-05-28T01:00:00,"Sat, 28 May 2016 08:10:27 GMT"
www.chicagotribune.com,2016-05-29T01:00:00,"Sat, 28 May 2016 22:03:22 GMT"
www.chicagotribune.com,2016-05-30T01:00:00,"Sun, 29 May 2016 21:57:27 GMT"
www.chicagotribune.com,2016-05-31T01:00:00,"Mon, 30 May 2016 22:01:15 GMT"
www.nbcnews.com,2016-05-01T01:00:00,"Sat, 30 Apr 2016 23:57:52 GMT"
www.nbcnews.com,2016-05-02T01:00:00,"Mon, 02 May 2016 00:43:08 GMT"
www.nbcnews.com,2016-05-03T01:00:00,"Tue, 03 May 2016 01:13:16 GMT"
www.nbcnews.com,2016-05-04T01:00:00,"Wed, 04 May 2016 01:13:40 GMT"
www.nbcnews.com,2016-05-05T01:00:00,"Thu, 05 May 2016 01:16:21 GMT"
www.nbcnews.com,2016-05-06T01:00:00,"Fri, 06 May 2016 01:22:09 GMT"
www.nbcnews.com,2016-05-07T01:00:00,"Sat, 07 May 2016 00:47:08 GMT"
www.nbcnews.com,2016-05-08T01:00:00,"Sat, 07 May 2016 22:45:29 GMT"
www.nbcnews.com,2016-05-09T01:00:00,"Mon, 09 May 2016 00:18:39 GMT"
www.nbcnews.com,2016-05-10T01:00:00,"Tue, 10 May 2016 04:02:38 GMT"
www.nbcnews.com,2016-05-11T01:00:00,"Wed, 11 May 2016 00:51:04 GMT"
www.nbcnews.com,2016-05-12T01:00:00,"Thu, 12 May 2016 01:02:00 GMT"
www.nbcnews.com,2016-05-13T01:00:00,"Fri, 13 May 2016 00:22:54 GMT"
www.nbcnews.com,2016-05-14T01:00:00,"Sat, 14 May 2016 00:54:07 GMT"
www.nbcnews.com,2016-05-15T01:00:00,"Sun, 15 May 2016 01:24:59 GMT"
www.nbcnews.com,2016-05-16T01:00:00,"Mon, 16 May 2016 00:31:12 GMT"
www.nbcnews.com,2016-05-17T01:00:00,"Tue, 17 May 2016 00:47:14 GMT"
www.nbcnews.com,2016-05-18T01:00:00,"Wed, 18 May 2016 00:57:43 GMT"
www.nbcnews.com,2016-05-19T01:00:00,"Wed, 18 May 2016 22:01:12 GMT"
www.nbcnews.com,2016-05-20T01:00:00,"Fri, 20 May 2016 01:24:50 GMT"
www.nbcnews.com,2016-05-21T01:00:00,"Sat, 21 May 2016 00:58:00 GMT"
www.nbcnews.com,2016-05-22T01:00:00,"Sun, 22 May 2016 01:01:19 GMT"
www.nbcnews.com,2016-05-23T01:00:00,"Mon, 23 May 2016 01:03:38 GMT"
www.nbcnews.com,2016-05-24T01:00:00,"Tue, 24 May 2016 01:37:06 GMT"
www.nbcnews.com,2016-05-25T01:00:00,"Wed, 25 May 2016 01:06:14 GMT"
www.nbcnews.com,2016-05-26T01:00:00,"Thu, 26 May 2016 01:03:28 GMT"
www.nbcnews.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:47:22 GMT"
www.nbcnews.com,2016-05-28T01:00:00,"Sat, 28 May 2016 01:04:31 GMT"
www.nbcnews.com,2016-05-29T01:00:00,"Sun, 29 May 2016 00:50:26 GMT"
www.nbcnews.com,2016-05-30T01:00:00,"Mon, 30 May 2016 00:31:16 GMT"
www.nbcnews.com,2016-05-31T01:00:00,"Mon, 30 May 2016 22:02:43 GMT"
www.latimes.com,2016-05-01T01:00:00,"Sun, 01 May 2016 03:21:04 GMT"
www.latimes.com,2016-05-02T01:00:00,"Mon, 02 May 2016 02:16:02 GMT"
www.latimes.com,2016-05-03T01:00:00,"Tue, 03 May 2016 01:28:43 GMT"
www.latimes.com,2016-05-04T01:00:00,"Wed, 04 May 2016 01:14:00 GMT"
www.latimes.com,2016-05-05T01:00:00,"Thu, 05 May 2016 00:15:36 GMT"
www.latimes.com,2016-05-06T01:00:00,"Fri, 06 May 2016 00:17:30 GMT"
www.latimes.com,2016-05-07T01:00:00,"Sat, 07 May 2016 01:57:22 GMT"
www.latimes.com,2016-05-08T01:00:00,"Sat, 07 May 2016 22:38:02 GMT"
www.latimes.com,2016-05-09T01:00:00,"Mon, 09 May 2016 00:32:27 GMT"
www.latimes.com,2016-05-10T01:00:00,"Mon, 09 May 2016 21:56:56 GMT"
www.latimes.com,2016-05-11T01:00:00,"Wed, 11 May 2016 01:00:36 GMT"
www.latimes.com,2016-05-12T01:00:00,"Thu, 12 May 2016 01:13:39 GMT"
www.latimes.com,2016-05-13T01:00:00,"Fri, 13 May 2016 01:08:24 GMT"
www.latimes.com,2016-05-14T01:00:00,"Sat, 14 May 2016 01:01:11 GMT"
www.latimes.com,2016-05-15T01:00:00,"Sun, 15 May 2016 01:20:12 GMT"
www.latimes.com,2016-05-16T01:00:00,"Mon, 16 May 2016 00:41:03 GMT"
www.latimes.com,2016-05-17T01:00:00,"Tue, 17 May 2016 00:57:00 GMT"
www.latimes.com,2016-05-18T01:00:00,"Wed, 18 May 2016 01:19:46 GMT"
www.latimes.com,2016-05-19T01:00:00,"Thu, 19 May 2016 02:05:52 GMT"
www.latimes.com,2016-05-20T01:00:00,"Fri, 20 May 2016 00:32:25 GMT"
www.latimes.com,2016-05-21T01:00:00,"Sat, 21 May 2016 01:07:56 GMT"
www.latimes.com,2016-05-22T01:00:00,"Sun, 22 May 2016 00:05:55 GMT"
www.latimes.com,2016-05-23T01:00:00,"Mon, 23 May 2016 01:05:24 GMT"
www.latimes.com,2016-05-24T01:00:00,"Tue, 24 May 2016 01:46:34 GMT"
www.latimes.com,2016-05-25T01:00:00,"Wed, 25 May 2016 02:01:22 GMT"
www.latimes.com,2016-05-26T01:00:00,"Thu, 26 May 2016 00:14:24 GMT"
www.latimes.com,2016-05-27T01:00:00,"Fri, 27 May 2016 00:39:44 GMT"
www.latimes.com,2016-05-28T01:00:00,"Sat, 28 May 2016 01:11:33 GMT"
www.latimes.com,2016-05-29T01:00:00,"Sun, 29 May 2016 00:28:21 GMT"
www.latimes.com,2016-05-30T01:00:00,"Mon, 30 May 2016 01:49:25 GMT"
www.latimes.com,2016-05-31T01:00:00,"Tue, 31 May 2016 01:33:23 GMT"
www.npr.org,2016-05-01T01:00:00,"Sun, 01 May 2016 00:33:32 GMT"
www.npr.org,2016-05-02T01:00:00,"Mon, 02 May 2016 01:16:10 GMT"
www.npr.org,2016-05-03T01:00:00,"Tue, 03 May 2016 01:20:17 GMT"
www.npr.org,2016-05-04T01:00:00,"Wed, 04 May 2016 01:01:21 GMT"
www.npr.org,2016-05-05T01:00:00,"Thu, 05 May 2016 01:56:32 GMT"
www.npr.org,2016-05-06T01:00:00,"Fri, 06 May 2016 00:19:40 GMT"
www.npr.org,2016-05-07T01:00:00,"Sat, 07 May 2016 03:48:13 GMT"
www.npr.org,2016-05-08T01:00:00,"Sat, 07 May 2016 22:37:20 GMT"
www.npr.org,2016-05-09T01:00:00,"Sun, 08 May 2016 22:40:03 GMT"
www.npr.org,2016-05-10T01:00:00,"Tue, 10 May 2016 01:55:37 GMT"
www.npr.org,2016-05-11T01:00:00,"Tue, 10 May 2016 21:57:35 GMT"
www.npr.org,2016-05-12T01:00:00,"Wed, 11 May 2016 23:05:39 GMT"
www.npr.org,2016-05-13T01:00:00,"Fri, 13 May 2016 01:31:40 GMT"
www.npr.org,2016-05-14T01:00:00,"Fri, 13 May 2016 21:59:16 GMT"
www.npr.org,2016-05-15T01:00:00,"Sun, 15 May 2016 00:41:39 GMT"
www.npr.org,2016-05-16T01:00:00,"Mon, 16 May 2016 01:22:46 GMT"
www.npr.org,2016-05-17T01:00:00,"Mon, 16 May 2016 21:56:34 GMT"
www.npr.org,2016-05-18T01:00:00,"Tue, 17 May 2016 22:04:41 GMT"
www.npr.org,2016-05-19T01:00:00,"Thu, 19 May 2016 03:31:09 GMT"
www.npr.org,2016-05-20T01:00:00,"Fri, 20 May 2016 00:00:50 GMT"
www.npr.org,2016-05-21T01:00:00,"Fri, 20 May 2016 22:21:54 GMT"
www.npr.org,2016-05-22T01:00:00,"Sun, 22 May 2016 00:23:17 GMT"
